Closing Price,Volume,Previous Day High,Previous Day Low,Next Day Opening Price
314.67,8106,332.39,299.92,316.36
385.35,5783,398.12,369.73,382.83
402.97,4993,417.98,391.55,403.51
324.48,9487,334.31,308.46,320.48
300.25,7660,304.44,286.29,303.75
385.56,1521,388.63,377.72,385.11
158.02,6341,171.99,141.52,156.64
372.21,8752,380.36,359.12,372.34
467.7,9877,479.48,463.65,471.83
373.1,4615,388.28,357.42,375.87
118.6,2620,134.54,104.75,115.13
302.39,7001,313.08,295.99,305.07
390.51,1504,397.49,373.51,389.44
117.3,8449,133.04,109.19,116.25
404.88,9086,413.77,393.38,407.46
212.64,4464,231.44,205.12,212.24
335.51,7198,352.18,320.75,331.23
486.54,5743,501.73,474.5,484.01
497.97,8147,503.56,488.04,501.92
353.76,9819,361.66,352.38,354.68
296.59,8223,313.72,284.06,300.22
171.08,3802,172.52,158.25,169.13
183.33,9247,199.18,178.89,185.22
271.68,9081,280.36,264.37,274.53
380.91,4870,397.1,363.22,377.74
407.72,3536,419.22,396.29,402.95
188.76,7755,199.77,179.5,190.11
314.17,9178,328.5,295.38,314.94
336.64,1146,352.96,320.22,332.04
457.23,5290,471.41,454.38,456.34
450.57,3336,460.13,433.25,451.2
426.95,1457,434.05,423.11,424.07
306.66,9386,323.73,302.34,302.63
126.03,9486,136.93,123.6,129.05
233.79,7753,249.68,223.64,238.04
348.69,3097,368.61,335.44,348.16
355.04,8437,368.28,339.72,351.38
439.63,6723,445.92,438.12,438.84
251.76,1157,269.2,247.38,249.55
474.65,7810,480.85,461.85,474.55
165.29,3625,171.24,154.31,160.38
119.95,1100,122.35,117.97,123.62
170.68,6545,173.17,151.9,166.26
284.93,7974,302.31,269.52,284.23
429.16,1870,434.55,421.35,430.77
161.53,7198,164.6,150.34,163.05
319.27,2697,326.97,311.16,317.26
410.64,1696,425.19,400.99,410.63
113.94,3415,121.4,101.62,113.91
116.61,6292,123.48,108.04,112.92
296.24,2616,306.51,283.44,294.96
173.06,8062,174.46,163.22,169.25
280.23,4102,290.56,266.74,275.8
117.57,6528,137.38,111.59,113.13
490.75,5356,506.94,486.5,490.1
361.68,1667,364.01,360.42,363.97
374.68,8796,388.12,362.24,379.52
303.89,8686,313.65,284.26,304.6
429.96,6993,446.66,420.98,427.96
433.36,6545,436.24,428.32,430.43
163.64,3872,169.06,162.39,165.58
407.36,4813,423.39,396.62,402.88
326.67,4707,343.8,306.81,324.29
404.95,9408,416.01,385.26,406.84
467.48,5625,468.85,464.55,466.93
234.04,3164,252.02,217.53,234.04
328.36,3988,336.64,324.07,333.12
414.99,8999,416.75,398.62,414.04
494.71,1289,511.26,477.49,495.66
345.03,6244,353.97,343.88,350.02
388.49,1162,393.1,382.98,390.35
438.54,5989,454.77,436.46,438.68
400.51,8630,410.21,390.03,398.75
476.93,2563,489.48,475.43,481.7
191.88,1011,208.52,178.99,189.82
463.12,5290,474.04,451.51,459.28
182.84,2289,185.94,174.63,187.1
326.05,1867,345.36,316.28,324.24
309.16,2798,315.6,289.35,310.05
432.53,6802,452.42,428.35,433.99
259.42,7419,260.53,244.53,257.03
157.27,1752,167.47,144.01,156.51
382.72,6613,397.11,369.11,379.27
342.65,4316,360.87,335.08,346.5
430.83,3412,446.65,425.71,431.67
403.45,6042,409.31,390.09,407.36
457.93,6067,463.55,439.59,455.5
435.65,4837,443.42,416.1,436.99
374.41,7760,377.51,364.28,371.59
286.28,4067,300,277.2,284.17
108.15,8410,127.03,100.52,106.76
223.04,3147,236.24,206.65,223.53
391.01,3011,402.14,385.16,391.57
123.8,7208,134.36,113.05,120.8
402.64,9752,414.9,395.08,398.1
306.55,1995,321.06,288.92,309.27
447.11,6466,463.22,440.74,447.37
363.93,6189,378.19,349.88,362.06
419.38,4485,433.77,407.19,414.9
168.6,9100,187.68,161.36,164.65
169.17,2477,187.25,163.32,168.4
184.44,9400,201.09,168.16,184.27
233.32,4886,235.15,222.63,232.1
461.77,5476,475.48,449.15,462.44
409.72,8250,419.37,390.44,412.86
245.86,8624,258.59,237.29,247.63
467.39,2658,481.43,450.92,471.06
411.57,9537,426.15,398.43,412.73
362.42,5461,379.94,350.15,358.47
274.63,5452,292.92,272.59,271.13
360.66,8330,373.19,342.33,359.57
337.29,2769,355.28,331.95,335.13
412.75,5673,428.27,402.76,414.27
190.23,4178,195.08,174.94,191.49
454.23,9554,455.9,443.31,453.86
336.75,2288,337.94,335.67,338.18
422.7,3515,434.85,403.67,426.82
238.92,3736,249.83,237.53,238.84
256.77,1267,271,254.06,255.24
474.92,7378,491.93,469.66,474.68
348.78,6948,352.91,336.4,345.23
227.09,6926,244.37,207.64,223.07
132.86,7358,135.73,114.33,131.97
273.74,5551,291.52,260.37,277.98
439.63,6397,456.79,424.54,443.26
200.57,3649,214.81,186.05,202.36
444.11,3386,450.82,430.06,446.3
164.66,1718,167.43,148.22,168.26
151.97,2188,167.76,144.52,156.13
342.28,6160,347.42,337.08,343.87
421.86,6332,431.23,414.25,420.71
412.02,3162,423.11,410.1,408.5
317.44,6580,331.47,298.07,312.51
355.48,4206,365.74,340.43,356.96
203.28,2368,217.48,198.22,202.26
320.49,7176,336.96,314.63,316.29
183.08,1514,197.63,163.22,180.87
471.34,3792,478.03,455.75,471.03
371.22,6027,389.21,362.14,374.06
325.86,6108,337.32,320.93,324.01
198.86,9871,208.7,197.09,200.42
263.59,5595,275.52,249.87,259.02
412.09,6398,422.27,396.27,416.71
195.76,4521,211.11,192.72,200.48
151.54,9493,160.54,150.5,151.83
222.94,3886,238.7,215.15,224.52
417.79,2300,433.23,404.11,420.43
453.25,3656,459.51,434.69,457.95
265.75,2474,268.57,248.03,266.19
412.5,7398,429.67,398.42,415.06
232.89,6966,237.1,216.42,229.81
303.52,3154,305.11,295.75,300.06
108.07,4172,116.72,102.42,110.2
384.8,5720,390.63,381.44,389.04
387.48,5051,392.67,383.03,388.16
140.08,9753,144.36,120.79,140.43
243.52,8196,258.76,224.85,244.23
293.42,1356,309.3,291.53,297.21
409.64,6214,411.52,399.71,412.64
429.44,8309,440.83,421.35,432.46
387.66,8146,391.23,374.28,383.73
186.34,5864,196.83,179.1,188.94
242.54,7282,250.15,236.2,245.22
198.92,2515,203.76,182.55,195.24
354.87,6301,373.89,335.88,354.59
358.94,3677,378.12,354.09,354.92
106.47,3785,118.18,101,105.44
392.68,1496,397.26,383.72,394.09
191.8,8296,203.89,177.38,188.99
420.55,6641,439.19,416.38,416.87
433.13,2676,441.3,423.24,434.51
418.79,1668,422.41,401.81,422.06
263.25,2646,277.43,257.8,259.79
239.32,6380,252.79,237.42,243.36
274.05,4162,275.07,255.82,276.42
310.89,6798,328.11,294.93,312.68
199.97,5531,213.52,185.69,196.18
472.65,3778,477.37,470,476.95
301.63,7438,302.69,283.54,301.36
129.28,4113,148.75,122.48,129.63
498.88,4614,514.22,493.86,499.01
293.64,1074,301.58,283.38,293.95
478.8,1387,488.02,460.26,482.02
256.11,6848,267.35,236.22,252.1
189.9,2505,204.56,177.24,189.74
394.75,1975,399.04,375.6,395.89
273,4609,277.72,263.38,269.18
452.58,1839,454.5,451.02,453.39
285.8,7565,305.53,279.56,285.89
235.34,6652,252.97,228.6,232.56
486.67,7429,498.18,470.8,484.24
432.15,7898,441.33,428.79,428.01
182.24,8205,187.75,177.92,184.29
295.54,5220,307.85,282.87,292.03
145.33,5139,159.45,141.84,148.22
143.1,4886,157.19,132.68,146.99
441.36,5002,442.48,439.69,438.77
472.73,1665,487.07,459.02,470.33
395.53,7327,412.99,377.27,391.76
495.69,5071,498.88,478.07,496.1
118.11,1402,133.46,115.71,122.75
232.6,7805,249.25,220.37,230.04
152.85,5536,159.1,149.88,149.45
412.81,7817,427.34,410.79,413.87
456.17,5657,459,443.57,459.73
278.85,3356,292.18,266.97,282.55
431.68,4628,442.38,428.9,430.14
439.05,8601,456.2,431.21,441.92
155.88,1135,165.46,148.86,156.8
250.79,1361,259.93,243.29,253.12
175.21,4342,193.95,167.88,176.98
368.02,3953,386.77,351.35,364.3
254.93,9410,256.61,247.21,253.51
367.11,7609,377.34,359.83,369.74
450.35,1061,454.41,448.79,452.95
265.1,3021,271.3,249.08,261.32
488.77,6216,502.43,475.23,488.39
263.45,2005,266.9,255.96,267.14
185.49,4507,186.71,175.91,188.41
311.71,2437,326.52,295.62,312.52
259.62,8296,272.8,252.08,256.68
150,1816,168.15,140.01,148.25
109.28,1576,120.58,107.9,110.81
397.6,7902,416.56,379.15,400.42
473.14,4962,485.72,465.09,474.28
276.19,9540,284.55,269.56,275.14
126.16,7308,138.72,113.59,126.93
396.26,5149,411.49,385.25,391.3
446.83,1318,454.43,438.21,449.18
229.46,5525,237.54,210.94,232.9
188.81,8345,201.77,180.91,184.27
234.82,8763,244.48,214.85,233.82
463.33,1956,474.34,447.33,466.81
267.18,7634,286.84,249.02,268.16
361.66,2749,363.49,355.29,361.5
129.74,3059,143.05,127.41,125.61
212.62,6607,231.15,203.65,214.99
191.21,9102,196.7,184.26,193.1
125.05,8828,130.08,122.9,125.95
148.24,4755,156.14,145.89,143.85
266.64,6085,269.05,262.33,268.07
323.2,7357,334.85,315.02,318.72
224.77,5968,238.03,206,227.99
267.8,9659,284.38,254.3,271.49
403.8,1742,406.05,395.23,404.11
198.87,1444,208.16,182.69,202.36
113.65,5815,129.55,101.85,112.66
202.8,3258,218.39,193.86,200.7
468.56,9298,470.96,464.82,468.4
107.21,9862,108.43,88.6,107.8
151.58,7660,167.46,138.72,154.24
126.03,4536,129.65,116.69,127.05
250.77,3752,262.75,241.44,254.33
359.1,4677,361.89,343.56,363.46
464.14,3015,470.75,459.73,464.36
417.63,6867,421.63,408.69,419.8
200.28,6148,215.27,198.09,200.1
353.94,4189,367.72,351.42,358
365.54,5228,369.11,354.54,360.84
136.2,1157,138.33,127.97,138.39
270.85,6738,280.71,256.18,270.82
224.5,8825,229.22,204.75,220.11
162.85,8588,164,145.52,165.3
123.47,2802,129.49,114.07,122.4
110.85,6379,115.94,102.68,111.13
443.49,3928,457.51,431.38,445.62
232.26,8831,249.61,229.52,229.78
297.23,8009,302.74,277.46,295.11
216.65,1135,221.89,197.01,215.22
166.34,5311,174.71,147.81,168.82
204.52,7607,208.8,190.94,209.34
167.99,6765,186.98,157.44,166.62
403.15,2876,408.78,388.72,404.26
463.01,8662,465.78,456.03,461.25
273.8,2041,285.38,256.61,277.57
429.17,6323,440.38,425.61,433.52
270.31,2902,283.32,254.05,267.21
278.71,2536,298.08,261.23,280.25
294.05,2528,301.19,289.81,298.11
428.09,4660,435.93,418,427.84
474.53,7647,481.93,456.59,472.88
397.78,5269,410.72,378.55,401.83
455.38,9308,467.85,438.96,452.96
357.09,6125,368.14,338.21,354.16
435.7,5371,443.63,416.9,439.51
322.73,4139,331.85,303.11,324.07
409.08,6927,425.14,400.23,405.93
382.1,9082,394.68,375.65,383.53
399.7,1811,414.31,386.68,403.47
193.75,9500,200.01,189.16,189.64
161.5,5819,179.82,149.92,159.07
361.21,6637,362.88,349.21,362.25
293.15,4836,305.47,276.83,289.3
405.86,2426,422.3,397.99,409.92
158.6,8453,176.06,146.17,159.53
479.08,1198,486.15,460.91,479.93
381.61,3228,391.35,372.6,377.17
109.2,9131,110.86,97.33,108.41
330.61,9383,346.62,314.65,327.56
225.05,5226,228.41,219.3,228.13
209.87,1766,219,206.91,208.23
460.87,2432,480.69,446.91,459.9
434.38,8581,452.82,426.34,435.79
103.82,1163,111.09,95.57,106
172.67,8080,177.92,154,175.57
387.81,3808,393.59,379.06,384.56
439.28,3161,453.29,420.16,436.9
387.04,4675,401.83,384.02,382.97
310.12,2991,315.24,302.61,313.69
493.83,1827,499.39,479.66,491.99
418.91,7504,426.06,415.52,415.17
287.17,1229,296.4,278.82,285.28
333.39,1773,351.82,316.21,328.96
117.93,9708,119.43,102.45,121.29
485.89,5169,499.02,479.53,483.76
245.1,4101,262.47,237.32,243.6
364.61,4338,379.35,354.01,369.01
366.78,7786,371.9,351.89,363.67
122.78,4499,132.83,118.89,119.82
206.34,4712,224.64,195.32,206.95
362.48,7718,365.68,360.08,367.2
464.86,4951,484.63,456.3,468.87
411.45,4941,415.18,406.82,412.38
332.06,4997,335.76,325.18,335.18
192.99,6739,209.44,185.7,192.87
479.54,7568,496.28,463.9,478.88
261.47,2477,263.19,255.43,260.47
159.96,2611,164.16,146.35,159.51
108.66,9143,127.68,97.52,110.72
480.06,7773,486.37,463.78,483.28
411.17,6717,412.4,404.06,411.93
186.55,5619,192.38,166.66,190.24
156.71,3865,171.68,150.09,158.1
483.79,6351,502.2,471.78,486.82
196.32,2695,200.26,183.3,198.21
284.77,5268,290.04,273.55,287.51
344.34,7052,353.73,327.02,339.53
124.95,9898,140.17,121.81,128.62
237.77,2816,251.29,225.43,241.63
477.46,8250,484.68,466.84,480.87
380.14,4380,382.4,371.21,382.44
247.11,9420,252.92,239.54,249.99
416.69,2668,421.86,412.79,413.5
434.87,9623,436.27,421.53,430.35
160.71,1935,180.24,157.48,158.61
334.64,3045,340.49,317.88,334.06
246.7,2815,263.6,237.2,244.41
302.75,1837,312.96,290.24,306.45
287.63,1907,307.1,285.15,292.27
301.53,5735,305.37,298.76,304.24
308.78,6891,311.88,303.3,308.55
127.7,9815,128.75,111.89,124.16
171.08,7826,185.73,160.85,174.8
326.48,8859,333.3,319.57,329.9
474.41,2420,491.95,457.27,471.04
398.61,9449,411.65,393.96,394.09
195.46,9555,207.43,189.53,199.45
244.69,8260,254.94,228.93,247.91
234.15,6587,240.06,232.64,238.49
407.81,1344,410.04,402.62,406.39
488.88,1675,498.31,477.97,490.46
242.16,8689,245.05,223.78,245.8
105.9,4462,124.11,99.85,104.32
474.75,7705,491.51,469.7,474.5
401.29,5181,414.07,381.77,401.61
433.74,7189,443.34,422.78,429.04
183.47,5343,193.1,181.28,186.76
358.26,8572,368.09,352.01,362.7
193.08,6232,208.25,181.94,192.25
104.65,2439,108.04,102.28,105.76
162.83,4042,173.92,148.67,163.24
469.12,9205,485.56,458.2,467.6
186.13,2321,196.82,171.64,181.95
334.06,8580,335.32,326.56,334.26
487.21,5860,492.85,478.23,484.65
130.27,6407,143.98,111.64,131.8
423.17,1010,441.92,418.17,423.55
339.02,5251,357,337.27,339.93
229.36,5548,245.99,209.7,230.38
245.7,2791,264.75,244.56,249.56
110.87,9930,117.19,93,107.35
202.33,5147,203.57,185.64,205.39
269.36,8848,277.09,259.1,273.91
386.77,6298,398.73,372.36,388.98
209.91,8790,216.92,206.91,206.3
332.12,7200,333.96,316.61,335.63
392.68,9154,403.31,376.78,395.59
379.41,8125,384.21,377.44,383.04
336.12,9202,350.94,325.67,335.98
332.08,2499,334.77,313.06,335.28
388.48,5816,407.69,369.41,385.02
234.2,3866,251.86,214.5,234.97
280.09,3388,297.69,266.61,280.6
486.47,5913,502.47,482.79,490.43
367.44,9447,380.48,358.6,371.07
307.96,4243,309.97,293.15,310.12
331.32,9718,344.91,324.93,328.07
141.77,8789,156.96,125.38,144.84
336.8,8681,340.28,319.43,337.94
434.6,8063,447.3,419.09,437.77
309.45,4765,319.54,301.95,313.83
170.76,6922,180.74,155.67,170.26
279.28,1340,284.07,276.91,281.73
211.21,8801,226.26,203.84,215.94
243.9,8010,262.47,228.35,241.03
190,2010,205.97,173.9,193.47
233.56,9483,241.58,226.51,229.98
428.68,3879,448.38,409.43,423.85
403.08,1554,411,396.89,406.55
296.22,3727,301.67,282.68,300.81
413,9396,432.39,395.3,408.32
490.23,9270,506.23,478.75,493.67
262.46,1527,277.92,253.62,264.45
491.99,7616,494.47,486.98,493.99
198.36,4842,203.01,193.63,197.96
481.82,7240,483.17,477.8,480.99
445.77,2959,461.53,436.36,444.5
179.65,8781,185.94,168.24,178.47
239.94,8683,243.45,223,244.31
383.17,1613,387.62,378.04,386.33
176.65,1247,189.83,161.3,174.79
336.28,7772,345.51,322.09,338.69
313.92,8613,332.81,300.87,315.49
216.75,4666,224.7,209.3,220.21
220.21,2215,237.06,213.17,216.13
306.52,6130,317.91,291.1,308.52
219.94,2186,234.34,213.72,217.39
172.1,5512,176.31,164.84,169.52
409.34,2015,424.57,390,411.4
332.7,6504,335.33,312.73,336.65
275.05,1032,289.19,274.02,275.21
172.5,5172,182.34,158.45,172.15
337.75,6568,343.09,326.57,340.9
351.44,1873,361.57,341.7,346.7
291.9,3268,309.16,285.66,293.97
249.1,6292,253.04,238.46,244.66
446.9,7229,451.12,437.22,444.34
381.92,1299,393.07,373.3,383.59
242.47,6927,255.35,225.32,241.27
337.24,6761,346.22,331.09,335.19
193.49,9627,199.55,181.14,193.54
104.59,8184,106.86,87.17,108.09
447.54,9190,449.48,427.94,446.8
427.56,3097,429.33,415.1,427.88
355.76,9068,373.89,344.88,352.34
424.53,7575,428.02,407.56,423.97
412.33,9972,418.94,407.75,407.49
444.1,5022,463.83,431.13,447.48
456.75,5918,475.37,454.53,453.81
427.52,5097,429.34,413.98,431.72
440.7,5007,452.17,424.58,439.28
300.68,2638,313.71,298.48,304.04
383.2,6563,385.23,366.08,382.1
233.3,5369,248.13,229.95,229.83
444.45,9146,464.22,440.11,444.49
443.44,6964,452.59,426.54,441.04
126.46,9792,136,123.09,124.69
238.81,2132,252.34,225,236.97
168.58,3809,183.57,161.98,167.04
154.32,9766,170.33,148.6,154.3
265.96,7876,268.43,252.6,262.23
350.26,4771,366.48,347.24,347.84
237.49,1685,254.91,225.57,238.81
223.69,6135,225.55,205.12,226.24
137.78,3261,139.53,120.61,135.22
253.17,1683,264.63,236,250.79
288.39,5747,298.83,281.64,288.17
259.48,6439,279.1,245.16,264.29
372.03,8835,378.63,356.21,372.54
215.26,3843,227.48,197.14,218.4
386.42,7758,397.04,380.4,390.6
453.11,5963,464.29,437.65,454.48
336.5,5005,350.03,331.08,336.69
255.47,7814,266.69,253.94,258.12
171.88,5171,173.01,161.72,170.07
472.97,5483,490,457.42,477.7
400.74,9042,405.56,395.67,400.5
198.58,9536,203.97,196.65,202.86
160.25,6483,173.57,152.15,162.85
119.72,6395,129.8,114.87,116.84
176.22,6575,188.14,167.96,173.43
392.95,8461,403.4,374.45,391.45
351.81,7472,360.75,336.68,350.53
486.97,8152,497.16,478.89,482.12
228.79,4116,232.47,221.61,232.35
414.64,9008,434.06,396.14,412.04
148.18,2729,160.1,130.3,151.43
325.03,4508,331.48,312.56,324.86
286.72,2903,301.26,278.92,287.64
435.28,4520,453,419.23,435.64
380.64,6383,387.27,367.03,385.09
177.73,4105,184.89,166,176.91
493.55,6257,502.89,478.52,492.44
429.26,1384,434.39,425.7,430.41
241.85,8670,258.24,223.18,240.67
430.41,6686,442.51,410.93,431.49
482.76,4422,484.85,475.03,483.49
456.11,9270,476.05,437.12,458.86
322.48,5546,334.41,306.36,327.38
330.86,1786,348.77,311.98,335.63
142.64,4370,153.17,124.21,138.88
165.88,4622,177.95,161.07,165.4
493.04,1230,502.68,487.1,492.27
407.92,5506,416.95,401.96,404.82
110.2,5501,115.35,107.41,112.64
319.02,5912,338.3,310.46,323.7
238.12,6433,242.57,230.23,234.65
224.61,6326,235.61,217.07,222.33
322.64,4623,325.3,315.01,326.19
228.06,8785,247.93,225.88,226.11
200.62,6902,212.18,196.09,200.03
475.13,8455,491.6,468.5,477.53
115.94,4422,127.64,98.05,112.2
274.47,1055,290.76,255.86,274.74
304.47,7096,315.63,298.06,300.57
275.98,6171,285.44,261.79,274.03
362.9,4020,372.56,345.74,360.27
110.27,1997,111.31,99.65,112.57
454,4300,462.04,438.64,450.51
300.08,3767,319.17,280.54,301.7
321.47,9475,335.31,317.39,322.23
285.11,6879,303.58,282.77,286.87
277.8,2431,282.61,264.64,281.57
174.68,9573,185.01,164.02,175.02
301.76,4755,303.41,295.12,303.96
268.54,7102,282.4,250.12,271.58
287.25,9497,303.14,270.18,289.2
105.53,8124,120.74,99.51,103.72
152.36,1640,155.01,136.65,156.97
405.27,6867,410.97,388.53,400.88
267.64,8623,281.1,260.46,266.36
397.16,1142,412.58,394.28,400.38
168.44,5297,174.65,151.29,166.94
379.28,8168,388,376.45,379.74
215.64,4021,223.32,205.55,211.99
382.05,6612,383.14,377.36,385.62
134.71,2843,146.67,116.09,139.03
233.46,9937,247.17,230.42,238.3
147.74,1552,153.99,144.52,143.51
351.86,6950,365.93,337.52,348.85
257.04,1941,262.65,252.13,256.99
129.71,1276,144.31,126.2,127.44
310.55,7894,320.23,306.35,311.97
109.96,9562,127.53,97.64,113.41
427.39,9094,438.74,422.16,423.66
475.34,5561,479.85,467.17,470.37
424.03,9802,440.65,406.88,428.97
480.6,1067,496.38,476.26,480.11
458.84,4320,461.45,442.15,454.53
457.97,2793,459.88,442.24,458.86
198.18,3914,201.77,181.38,200.71
192.47,1337,209.53,184.87,195.48
423.77,8258,430.86,413.79,424.46
296.55,7968,307.14,282.12,298.35
476.93,6735,489.38,475.21,476.69
458.9,5934,474.03,445.29,460.1
457.27,1765,474.04,453.99,461.79
230.45,9808,241.25,223.97,235.32
153.16,8393,162.06,136.77,154.44
371.18,9760,375.9,358.11,372.02
276.23,3173,288.77,263.42,274.69
473.58,3151,485.02,468.27,471.82
441.54,3719,448.08,427.86,445.79
471.53,2746,481.01,468.03,473.18
327.15,7467,342.2,307.82,326.73
310.49,3386,323.41,304.69,312.15
438.83,2204,448.99,422.13,435.04
304.76,1587,310.93,286.27,309.19
460.01,1906,473.7,455.75,460.23
113.77,5613,126.7,112.59,112.11
243.52,2701,253.22,225.9,238.65
433.93,4894,439.47,418.42,435.71
183.98,1793,188.3,180.05,188.68
259.59,4589,267.04,242.81,260.17
104.02,7622,122.28,87.62,102.34
220.69,3826,236.01,210.92,219.87
227.46,7007,245.39,208.47,228.14
393.02,9450,410.03,380.96,394.91
370.93,5848,380.65,361.52,367.77
277.98,8784,289.06,276.73,282.33
391.4,4698,395.62,372.3,390.54
271.33,5453,286.03,267.89,272.58
273.84,5637,282.86,267.22,277.96
358.22,9414,362.29,343.36,359.01
389.15,3207,391.96,388.05,390.99
438.76,6239,452.99,427.45,440.09
400.56,8167,410.72,396.54,398.04
368.13,2362,369.3,366.7,372.76
324.59,4848,341.26,311.4,324.32
223.24,9048,236.01,210.79,219.23
204.43,4493,206.16,189.48,209.41
437.3,4474,444.09,424.55,438.8
386.94,9995,401.66,377.54,388.02
366.16,5874,368.29,356.07,370.33
203.53,5595,218.52,198.35,203.95
487.92,7734,498.51,485.33,486.52
132.53,5055,148.4,115.17,129.27
435.3,9382,452.55,421.17,438.41
184.31,4668,199.9,180.98,182.62
256.91,8803,259.39,250.88,257.07
271.15,4657,280.9,253.75,271.24
365.08,1498,372.14,345.84,367.48
318.66,5274,329.33,302.63,320.51
174.43,9881,193.78,162.6,173.67
112.01,4607,115.37,94.49,111.27
386.89,4348,404.33,373.98,384.59
301.97,7553,321.8,287.68,300.38
244.71,6826,264.52,228,246.83
213.82,8628,229.95,206.09,214.44
429.22,1577,439.06,413.31,424.73
418.21,1063,422.59,413.28,418.29
430.42,9556,442.98,425.73,434.97
187.64,7560,200.24,171.23,183.73
440.78,4615,447.8,429.07,436.83
494.22,4515,506.94,485.35,495.89
339.66,8554,342.88,328.72,344.24
118.87,9041,131.91,99.29,114.14
380.91,4696,398.94,362.92,379.35
315.24,2212,325.21,304.6,310.91
384.82,7397,400.35,373.42,382.48
175.29,2543,188.37,162.62,175.84
342.32,8921,343.38,326.29,341.74
315.68,6630,319,298.08,314.31
341,3786,356.72,337.21,338.1
391.1,4069,392.87,378.16,392.29
317.69,3840,336.86,312.37,318.44
228.72,7365,246.71,215.91,230.36
223.6,5511,231.49,219.35,226.53
378.02,7047,384.92,361.67,380.32
365.54,6657,378.19,351.98,370.11
268.8,8175,281.43,251.35,265.5
241.42,9388,244.11,222.47,245.93
348.05,5074,353.14,329.31,344.77
224.86,7082,237.96,221.11,228.29
485.31,8903,501.52,477.15,488.19
338.59,8365,343.24,328.41,340.25
336.78,2270,351.11,320.79,338.84
154.53,5871,172.07,153.25,156.45
343.86,4258,347.1,325.28,344.16
217.97,9324,227.31,209.23,213.3
280.73,5940,297.89,267.74,281.53
315.28,8564,323.32,295.65,314.17
291.18,4189,297.3,273.41,288.9
423.76,4629,438.92,415.88,423.66
139.79,4203,148.4,129.58,143.27
166.93,6709,181.35,151.3,167.72
162.8,1882,166.2,147.67,167.44
426.73,5915,438.25,412.34,425.94
147.29,3232,155.5,146.09,143.97
488.58,4005,508.53,483.8,486.72
487.67,2207,499.9,482.45,484.11
496.73,2917,510.69,490.96,498.58
491.88,3779,495.37,489.05,488.47
159.61,4042,179.46,143.28,159.79
362.97,4550,364.94,355.48,367.2
259.88,2485,262.22,244.14,259.21
392.73,5494,395.17,374.03,391.76
262.37,2062,279.91,255.42,259.4
253.3,5641,268.14,243.67,255.83
461.58,9933,481.07,458.92,459.62
297.82,8850,300.08,291.22,302.72
395.9,7394,410.05,384.52,392.57
359.97,2452,371.1,355.54,354.99
363.08,2376,376.23,351.88,363.48
239.65,1382,250.39,232.7,235.33
200.98,1066,214.81,181.17,199.68
454.17,7845,472.41,446.03,453.69
109.84,4903,122,108.09,107.32
169.17,5850,187.2,159.18,173.95
153.11,2435,168.98,145.77,151.56
479.75,2653,497.19,471.72,476.2
102.01,7824,115.54,93.97,97.38
103.21,6489,114.06,85.47,101.3
190.69,9790,193.01,180.22,193.9
211.63,9252,228.5,205.83,209.09
323.93,7193,329.53,307.87,324.92
484.49,4596,486.19,475.07,489.38
286.02,6315,296.88,282.26,284.45
215.51,8537,228.53,195.54,216.67
426.8,3263,440.37,425.28,427.8
254.31,6411,268.04,239.84,255.26
156.7,7679,170.12,139.6,161.23
417.83,1173,434.19,410.11,420.69
100.97,4854,116.58,96.98,96.05
182.05,2453,198.49,172.75,177.32
354.05,1607,363.8,343.89,349.45
140.98,9161,143.18,120.99,139.63
202.33,8057,215.48,200.96,201.72
257.32,9146,262.32,243.86,260.39
258.57,8886,275.9,242.28,259.93
489.12,6781,503.83,476.38,494.12
370.22,3840,385.77,357.25,373.16
114.81,3839,121.25,97.18,118.54
188.54,8045,201.57,176.8,185.36
346.57,2417,357.61,328.82,347.99
385.37,4108,391.47,380.38,381.86
252.24,9721,268.67,241.43,253.99
442.63,9679,454.08,440.99,445.73
477.37,2320,482,461.11,475.37
345.62,5424,352.42,329.86,342.3
324.96,1096,330.27,313.71,322.33
400.32,6136,407.26,391.8,403.43
412.82,6666,417.39,404.79,413.29
186.17,7479,194.23,181.35,186.54
293.43,9615,307.61,284.3,294.2
278.97,2851,298.2,272.2,278.9
476.59,9622,481.59,464.61,480.22
144.71,2917,151.4,128.76,144.78
477.39,3757,478.43,463.2,478.35
329.04,4564,334.32,318.27,333.84
215.22,2467,224.17,196.2,214.77
447.74,6870,457.51,442.99,444.61
120.17,5106,126.23,107.01,120.8
227.58,5634,231.43,224.9,229.62
401.01,2634,412.71,387.23,397.27
431.08,1125,439.85,416.3,427.7
167,7265,176.1,151.13,162.24
476.71,1351,494.71,463.1,479.15
121.49,9559,133.16,118.16,118.51
273.42,9583,281.8,271.58,277.43
138.98,1449,144.8,124.41,139.13
139.08,8172,148.22,122.91,143.63
465.56,4068,482.93,463.94,464.39
461.59,1235,480.92,457.74,466.14
346.1,8656,354.27,330.09,350.88
486.52,7346,491.49,467.13,482.82
296.42,7863,314.8,285.53,292.67
413.14,8960,416.89,409.23,412.38
138.91,5457,145.56,131.8,138.05
258.25,1792,263.13,242.4,259.75
306.04,3378,317.79,294.72,302.16
411.26,7717,420.02,409.16,413.82
233.79,6856,240.25,226.93,231.04
492.13,5352,507.73,476.83,488.64
393.93,3423,407.55,386.74,396.88
313.19,7771,333.1,303.97,308.99
232.31,3376,239.23,214.11,234.42
356.82,6402,373.88,337.11,352.93
